,s,t,method,hash,k,cost,factor,portfolio,infos
0,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,8,64.86763898521991,1.0000524045777397,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-124-63-142-46;a94-93-18-61-90-155-30-151-46;a94-93-18-61-124-130-151-46;a94-93-18-61-90-27-101-85-25-105-82],[+3.21%;;+1.77%;;+0.60%;;+0.11%;;+0.04%;;+0.02%;;+0.01%;;+0.01%]
1,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,8,64.86937534866205,1.000079173772097,[a128-23-55-63-142-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-124-63-142-46;a94-93-18-61-124-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-55-63-142-89-105-82],[+3.21% | f=0.552;;+1.95% | f=0.177;;+1.18% | f=0.135;;+0.11% | f=0.127;;+0.04% | f=0.003;;+0.02% | f=0.002;;+0.01% | f=0.002;;+0.01% | f=0.000]
2,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;70.295;;73.810;;76.487;;78.770;;81.264;;84.495;;86.506]
3,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46],[66.948;;73.642;;78.433;;82.518;;89.042;;95.553;;99.577;;104.816]
4,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46;a128-73-71-14-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-23-55-130-151-46],[66.948;;78.061;;84.877;;98.847;;106.041;;118.656;;122.885;;126.315]
5,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-73-71-14-12-142-46;a94-93-18-122-149-20-101-85-25-105-82],[66.948;;81.776;;92.723;;108.704;;119.960;;129.288;;143.789;;159.321]
6,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-23-134-12-142-46;a94-93-18-122-149-20-28-30-151-46;a5-147-7-136-108-71-14-12-142-89-105-82],[66.948;;85.491;;101.004;;117.417;;133.840;;137.662;;173.802;;180.523]
7,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,7,64.87093098244675,1.00010315669072,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-124-63-142-46;a94-93-18-61-90-155-30-151-46;a94-93-18-61-124-130-151-46],[+3.21%;;+1.77%;;+0.60%;;+0.11%;;+0.04%;;+0.02%;;+0.01%]
8,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,7,64.87093098244675,1.00010315669072,[a128-23-55-63-142-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-124-63-142-46;a94-93-18-61-124-130-151-46;a94-93-18-61-90-155-30-151-46],[+3.21% | f=0.552;;+1.95% | f=0.177;;+1.18% | f=0.135;;+0.11% | f=0.127;;+0.04% | f=0.003;;+0.02% | f=0.002;;+0.01% | f=0.002]
9,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,64.93716171125925,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46],[66.948;;70.295;;73.810;;76.487;;78.770;;81.264;;84.495]
10,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46],[66.948;;70.295;;73.810;;76.487;;78.770;;81.264;;84.495]
11,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,64.93716171125925,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;73.642;;78.433;;82.518;;89.042;;95.553;;99.577]
12,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;73.642;;78.433;;82.518;;89.042;;95.553;;99.577]
13,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,64.89164402035648,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46;a128-73-71-14-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82],[66.948;;78.061;;84.877;;98.847;;106.041;;118.656;;122.885]
14,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,64.89164402035648,1.0004224857690058,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46;a128-73-71-14-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82],[66.948;;78.061;;84.877;;98.847;;106.041;;118.656;;122.885]
15,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,65.1999166318912,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-73-71-14-12-142-46],[66.948;;81.776;;92.723;;108.704;;119.960;;129.288;;143.789]
16,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,65.1999166318912,1.0051750676612032,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-73-71-14-12-142-46],[66.948;;81.776;;92.723;;108.704;;119.960;;129.288;;143.789]
17,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,65.35021886826156,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-23-134-12-142-46;a94-93-18-122-149-20-28-30-151-46],[66.948;;85.491;;101.004;;117.417;;133.840;;137.662;;173.802]
18,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,65.35021886826156,1.0074922494678331,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-23-134-12-142-46;a94-93-18-122-149-20-28-30-151-46],[66.948;;85.491;;101.004;;117.417;;133.840;;137.662;;173.802]
19,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,6,64.87490154005556,1.0001643700437317,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-124-63-142-46;a94-93-18-61-90-155-30-151-46],[+3.21%;;+1.77%;;+0.60%;;+0.11%;;+0.04%;;+0.02%]
20,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,6,64.87761788458101,1.0002062474253783,[a128-23-55-63-142-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-124-63-142-46;a94-93-18-61-124-130-151-46],[+3.21% | f=0.552;;+1.95% | f=0.177;;+1.18% | f=0.135;;+0.11% | f=0.127;;+0.04% | f=0.003;;+0.02% | f=0.002]
21,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,64.93716171125925,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[66.948;;70.295;;73.810;;76.487;;78.770;;81.264]
22,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[66.948;;70.295;;73.810;;76.487;;78.770;;81.264]
23,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,64.93716171125925,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46],[66.948;;73.642;;78.433;;82.518;;89.042;;95.553]
24,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46],[66.948;;73.642;;78.433;;82.518;;89.042;;95.553]
25,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,64.89493601758333,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46;a128-73-71-14-12-142-89-105-82],[66.948;;78.061;;84.877;;98.847;;106.041;;118.656]
26,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,64.89493601758333,1.0004732378819867,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46;a128-73-71-14-12-142-89-105-82],[66.948;;78.061;;84.877;;98.847;;106.041;;118.656]
27,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,65.1999166318912,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82],[66.948;;81.776;;92.723;;108.704;;119.960;;129.288]
28,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,65.1999166318912,1.0051750676612032,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82;a94-93-18-61-90-27-101-85-25-105-82],[66.948;;81.776;;92.723;;108.704;;119.960;;129.288]
29,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,65.35760135661343,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-23-134-12-142-46],[66.948;;85.491;;101.004;;117.417;;133.840;;137.662]
30,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,65.35760135661343,1.0076060639266844,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82;a128-23-134-12-142-46],[66.948;;85.491;;101.004;;117.417;;133.840;;137.662]
31,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,5,64.8876364506111,1.0003607018067242,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-124-63-142-46],[+3.21%;;+1.77%;;+0.60%;;+0.11%;;+0.04%]
32,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,5,64.8876364506111,1.000360701806724,[a128-23-55-63-142-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-124-63-142-46],[+3.21% | f=0.552;;+1.95% | f=0.177;;+1.18% | f=0.135;;+0.11% | f=0.127;;+0.04% | f=0.003]
33,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,65.2516468459375,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;70.295;;73.810;;76.487;;78.770]
34,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,65.2516468459375,1.005972582812913,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;70.295;;73.810;;76.487;;78.770]
35,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,64.93716171125925,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[66.948;;73.642;;78.433;;82.518;;89.042]
36,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[66.948;;73.642;;78.433;;82.518;;89.042]
37,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,64.8949725111111,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46],[66.948;;78.061;;84.877;;98.847;;106.041]
38,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,64.8949725111111,1.0004738004959617,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46;a94-93-18-61-90-155-30-151-46],[66.948;;78.061;;84.877;;98.847;;106.041]
39,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,65.20481013513425,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82],[66.948;;81.776;;92.723;;108.704;;119.960]
40,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,65.20481013513425,1.005250509896524,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46;a128-23-134-12-142-89-105-82],[66.948;;81.776;;92.723;;108.704;;119.960]
41,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,65.71705118673843,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82],[66.948;;85.491;;101.004;;117.417;;133.840]
42,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,65.71705118673843,1.0131476355418232,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82;a94-93-18-61-90-27-101-85-25-105-82],[66.948;;85.491;;101.004;;117.417;;133.840]
43,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,4,64.93716171125925,1.0011242235993056,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[+3.21%;;+1.77%;;+0.60%;;+0.11%]
44,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,4,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[+3.21% | f=0.552;;+1.95% | f=0.177;;+1.18% | f=0.135;;+0.11% | f=0.127]
45,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,66.0099261096412,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;70.295;;73.810;;76.487]
46,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,66.0099261096412,1.017662834113428,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;70.295;;73.810;;76.487]
47,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,65.2516468459375,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;73.642;;78.433;;82.518]
48,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,65.2516468459375,1.005972582812913,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;73.642;;78.433;;82.518]
49,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,64.93716171125925,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[66.948;;78.061;;84.877;;98.847]
50,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,64.93716171125925,1.0011242235993054,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a128-23-134-12-142-46],[66.948;;78.061;;84.877;;98.847]
51,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,65.20608332531017,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46],[66.948;;81.776;;92.723;;108.704]
52,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,65.20608332531017,1.0052701384342178,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46;a94-93-18-61-90-155-30-151-46],[66.948;;81.776;;92.723;;108.704]
53,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,65.72194468998148,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82],[66.948;;85.491;;101.004;;117.417]
54,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,65.72194468998148,1.013223077777144,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46;a128-23-55-130-151-89-105-82],[66.948;;85.491;;101.004;;117.417]
55,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,3,65.2516468459375,1.005972582812913,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[+3.21%;;+1.77%;;+0.60%]
56,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,3,65.63169756899305,1.0118317545879143,[a128-23-55-63-142-46;a128-23-134-12-142-46;a128-73-71-14-12-142-46],[+3.21% | f=0.552;;+1.95% | f=0.177;;+1.18% | f=0.135]
57,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,66.94754447521066,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46],[66.948;;70.295;;73.810]
58,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-23-55-63-142-46],[66.948;;70.295;;73.810]
59,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,66.0099261096412,,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;73.642;;78.433]
60,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,66.0099261096412,1.017662834113428,[a128-23-55-63-142-46;a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;73.642;;78.433]
61,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,65.2516468459375,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;78.061;;84.877]
62,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,65.2516468459375,1.005972582812913,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;78.061;;84.877]
63,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,65.2516468459375,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;81.776;;92.723]
64,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,65.2516468459375,1.005972582812913,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a128-23-55-130-151-46],[66.948;;81.776;;92.723]
65,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,65.76387442994908,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46],[66.948;;85.491;;101.004]
66,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,65.76387442994908,1.0138695008308252,[a128-23-55-63-142-46;a128-73-71-14-12-142-46;a94-93-18-61-124-130-151-46],[66.948;;85.491;;101.004]
67,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,2,66.0099261096412,1.0176628341134282,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[+3.21%;;+1.77%]
68,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,2,66.12956397478705,1.0195072689747755,[a128-23-55-63-142-46;a128-23-134-12-142-46],[+3.21% | f=0.552;;+1.95% | f=0.177]
69,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.94754447521066,,[a128-23-55-63-142-46;a128-23-55-63-142-46],[66.948;;70.295]
70,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46;a128-23-55-63-142-46],[66.948;;70.295]
71,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.94754447521066,,[a128-23-55-63-142-46;a128-23-55-63-142-46],[66.948;;73.642]
72,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46;a128-23-55-63-142-46],[66.948;;73.642]
73,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.0099261096412,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;78.061]
74,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.0099261096412,1.017662834113428,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;78.061]
75,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.0099261096412,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;81.776]
76,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.0099261096412,1.017662834113428,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;81.776]
77,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.0099261096412,,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;85.491]
