,s,t,method,hash,k,cost,factor,portfolio,infos
14230,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,102.46663976046992,,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-127-5-3;a154-47-152-31-29-26-91-62-60-123-132-92-95-5-3],[103.578;;123.528;;153.722;;190.679;;234.923;;304.295;;382.340]
14231,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,102.46663976046992,1.0103870671537172,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-127-5-3;a154-47-152-31-29-26-91-62-60-123-132-92-95-5-3],[103.578;;123.528;;153.722;;190.679;;234.923;;304.295;;382.340]
14232,46,57,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,6,101.41627319922917,1.0000297763151649,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-11-135-22-88-6-148-3;a154-47-152-131-56-22-127-5-3],[+2.13%;;+0.26%;;+0.07%;;+0.04%;;+0.01%;;+0.00%]
14233,46,57,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,6,101.41627319922917,1.0000297763151649,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-47-152-131-56-22-127-5-3],[+2.13% | f=0.607;;+0.26% | f=0.308;;+0.07% | f=0.060;;+0.04% | f=0.013;;+0.01% | f=0.007;;+0.00% | f=0.002]
14234,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.480958204044,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;108.063;;111.181;;116.012;;119.414;;123.931]
14235,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;108.063;;111.181;;116.012;;119.414;;123.931]
14236,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.480958204044,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;110.372;;119.016;;125.531;;135.063;;142.271]
14237,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;110.372;;119.016;;125.531;;135.063;;142.271]
14238,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.45567874461342,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;114.990;;133.077;;144.347;;164.278;;183.693]
14239,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.45567874461342,1.0004183403739009,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;114.990;;133.077;;144.347;;164.278;;183.693]
14240,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.45567874461342,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;119.609;;144.444;;165.472;;195.831;;240.633]
14241,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,101.45567874461342,1.0004183403739009,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;119.609;;144.444;;165.472;;195.831;;240.633]
14242,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,102.46663976046992,,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-127-5-3],[103.578;;123.528;;153.722;;190.679;;234.923;;304.295]
14243,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,102.46663976046992,1.0103870671537172,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-127-5-3],[103.578;;123.528;;153.722;;190.679;;234.923;;304.295]
14244,46,57,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,5,101.42530153544908,1.0001188015254754,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-11-135-22-88-6-148-3],[+2.13%;;+0.26%;;+0.07%;;+0.04%;;+0.01%]
14245,46,57,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,5,101.42530153544908,1.0001188015254754,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-88-6-148-3;a154-19-75-64-56-22-127-5-3],[+2.13% | f=0.607;;+0.26% | f=0.308;;+0.07% | f=0.060;;+0.04% | f=0.013;;+0.01% | f=0.007]
14246,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;108.063;;111.181;;116.012;;119.414]
14247,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;108.063;;111.181;;116.012;;119.414]
14248,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.480958204044,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;110.372;;119.016;;125.531;;135.063]
14249,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;110.372;;119.016;;125.531;;135.063]
14250,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.45567874461342,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-127-5-3],[103.578;;114.990;;133.077;;144.347;;164.278]
14251,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.45567874461342,1.0004183403739009,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-127-5-3],[103.578;;114.990;;133.077;;144.347;;164.278]
14252,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.45567874461342,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;119.609;;144.444;;165.472;;195.831]
14253,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,101.45567874461342,1.0004183403739009,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;119.609;;144.444;;165.472;;195.831]
14254,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,102.47437188070602,,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;123.528;;153.722;;190.679;;234.923]
14255,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,102.47437188070602,1.0104633108395304,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;123.528;;153.722;;190.679;;234.923]
14256,46,57,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,4,101.45096749102316,1.0003718843789662,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3],[+2.13%;;+0.26%;;+0.07%;;+0.04%]
14257,46,57,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,4,101.45356604319214,1.0003975077770888,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-11-135-22-88-6-148-3],[+2.13% | f=0.607;;+0.26% | f=0.308;;+0.07% | f=0.060;;+0.04% | f=0.013]
14258,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;108.063;;111.181;;116.012]
14259,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;108.063;;111.181;;116.012]
14260,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.480958204044,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;110.372;;119.016;;125.531]
14261,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;110.372;;119.016;;125.531]
14262,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.480958204044,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;114.990;;133.077;;144.347]
14263,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;114.990;;133.077;;144.347]
14264,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.625567343,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;119.609;;144.444;;165.472]
14265,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,101.625567343,1.002093551379824,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;119.609;;144.444;;165.472]
14266,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,102.47437188070602,,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;123.528;;153.722;;190.679]
14267,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,102.47437188070602,1.0104633108395304,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;123.528;;153.722;;190.679]
14268,46,57,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,3,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3],[+2.13%;;+0.26%;;+0.07%]
14269,46,57,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,3,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3],[+2.13% | f=0.607;;+0.26% | f=0.308;;+0.07% | f=0.060]
14270,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;108.063;;111.181]
14271,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;108.063;;111.181]
14272,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;110.372;;119.016]
14273,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-19-51-52-69-79-118-33-148-3],[103.578;;110.372;;119.016]
14274,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.480958204044,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;114.990;;133.077]
14275,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.480958204044,1.0006676121264733,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;114.990;;133.077]
14276,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.625567343,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3],[103.578;;119.609;;144.444]
14277,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,101.625567343,1.002093551379824,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3;a154-47-152-131-56-22-127-5-3],[103.578;;119.609;;144.444]
14278,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,102.47437188070602,,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3],[103.578;;123.528;;153.722]
14279,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,102.47437188070602,1.0104633108395304,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3;a154-19-75-64-56-22-127-5-3],[103.578;;123.528;;153.722]
14280,46,57,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,2,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[+2.13%;;+0.26%]
14281,46,57,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,2,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[+2.13% | f=0.607;;+0.26% | f=0.308]
14282,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;108.063]
14283,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;108.063]
14284,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;110.372]
14285,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;110.372]
14286,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;114.990]
14287,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;114.990]
14288,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;119.609]
14289,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,101.67419561519212,1.0025730574652758,[a154-19-51-52-69-79-118-33-148-3;a154-19-75-64-56-22-88-6-148-3],[103.578;;119.609]
14290,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,102.56769210252314,,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;123.528]
14291,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,102.56769210252314,1.0113835083345235,[a154-19-51-52-69-79-118-33-148-3;a154-47-152-131-56-22-88-6-148-3],[103.578;;123.528]
14292,46,57,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[+2.13%]
14293,46,57,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[+2.13% | f=0.607]
14294,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14295,46,57,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14296,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14297,46,57,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14298,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14299,46,57,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14300,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14301,46,57,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14302,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14303,46,57,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,103.5778647456389,1.0213444612513225,[a154-19-51-52-69-79-118-33-148-3],[103.578]
14304,61,31,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,8,118.53888831757406,1.0002296432361182,[a67-69-143-14-135-22-127-94-93-81-121;a67-69-143-14-12-64-125-62-60-123-0-39-57;a67-69-143-14-135-22-127-94-93-133-0-39-57;a67-69-143-14-135-55-125-62-60-123-0-39-57;a67-69-79-118-33-148-4-94-93-81-121;a67-69-143-14-12-64-125-62-60-123-132-81-121;a67-69-143-14-12-64-125-62-60-123-0-39-102-17;a67-69-143-14-135-55-125-62-60-123-132-81-121],[+1.15%;;+0.35%;;+0.22%;;+0.13%;;+0.05%;;+0.04%;;+0.03%;;+0.02%]
14305,61,31,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,8,118.54744565115276,1.000301849908831,[a67-69-143-14-135-22-127-94-93-81-121;a67-69-143-14-12-64-125-62-60-123-0-39-57;a67-69-143-14-135-55-125-62-60-123-0-39-57;a67-69-143-14-135-22-127-94-93-133-0-39-57;a67-69-79-118-33-148-4-94-93-81-121;a67-69-143-14-135-55-125-62-60-123-132-81-121;a67-69-143-14-12-64-125-62-60-123-132-81-121;a67-69-143-14-135-114-109-62-60-123-0-39-57],[+1.15% | f=0.826;;+0.35% | f=0.056;;+0.23% | f=0.050;;+0.13% | f=0.035;;+0.05% | f=0.008;;+0.04% | f=0.004;;+0.03% | f=0.004;;+0.03% | f=0.004]
